Date_Time,Day_Of_The_Week,Call_Volume,Calls_Dropped,Suspensions,Holiday,Campaign,Service_Outage,Agents_On_Duty,Svc_Level,Transferred_Calls_Percentage
4/7/2004 18:00,Wednesday,521,27,YES,NO,NO,NO,15,83,60
4/8/2004 0:00,Thursday,18,48,NO,NO,NO,NO,17,88,63
4/8/2004 6:00,Thursday,652,45,NO,NO,NO,YES,15,90,58
4/8/2004 12:00,Thursday,530,52,NO,NO,NO,YES,18,94,61
4/8/2004 18:00,Thursday,170,31,NO,NO,NO,NO,16,88,54
4/9/2004 0:00,Friday,554,39,NO,NO,YES,YES,17,80,65
4/9/2004 6:00,Friday,618,55,NO,NO,YES,YES,16,93,55
4/9/2004 12:00,Friday,565,20,NO,NO,YES,NO,17,89,57
4/9/2004 18:00,Friday,561,33,NO,NO,YES,YES,15,95,65
4/10/2004 0:00,Saturday,18,28,NO,NO,NO,NO,18,83,56
4/10/2004 6:00,Saturday,340,60,NO,NO,NO,NO,18,86,53
4/10/2004 12:00,Saturday,695,36,NO,NO,NO,YES,18,82,58
4/10/2004 18:00,Saturday,180,31,NO,NO,NO,NO,17,80,62
4/11/2004 0:00,Sunday,15,21,NO,NO,NO,NO,18,86,60
4/11/2004 6:00,Sunday,316,48,NO,NO,NO,NO,16,83,61
4/11/2004 12:00,Sunday,686,48,NO,NO,NO,YES,16,93,54
4/11/2004 18:00,Sunday,168,24,NO,NO,NO,NO,15,85,50
4/12/2004 0:00,Monday,675,37,NO,NO,YES,YES,15,85,58
4/12/2004 6:00,Monday,549,23,NO,NO,YES,YES,17,90,65
4/12/2004 12:00,Monday,611,42,NO,NO,YES,NO,15,94,62
4/12/2004 18:00,Monday,531,35,NO,NO,YES,NO,17,90,65
4/13/2004 0:00,Tuesday,651,54,NO,NO,NO,YES,16,81,51
4/13/2004 6:00,Tuesday,345,21,NO,NO,NO,NO,18,80,61
4/13/2004 12:00,Tuesday,392,36,NO,NO,NO,NO,16,93,61
4/13/2004 18:00,Tuesday,176,29,NO,NO,NO,NO,18,89,56
4/14/2004 0:00,Wednesday,506,42,YES,NO,NO,NO,16,83,59
4/14/2004 6:00,Wednesday,578,50,YES,NO,NO,NO,15,95,59
4/14/2004 12:00,Wednesday,577,41,YES,NO,NO,YES,16,89,62
4/14/2004 18:00,Wednesday,582,28,YES,NO,NO,NO,17,89,65
4/15/2004 0:00,Thursday,15,31,NO,NO,NO,NO,16,93,60
4/15/2004 6:00,Thursday,342,42,NO,NO,NO,NO,18,86,53
4/15/2004 12:00,Thursday,398,35,NO,NO,NO,NO,18,80,59
4/15/2004 18:00,Thursday,152,50,NO,NO,NO,NO,18,91,65
4/16/2004 0:00,Friday,543,20,NO,NO,YES,YES,16,83,54
4/16/2004 6:00,Friday,517,57,NO,NO,YES,NO,17,83,54
4/16/2004 12:00,Friday,598,45,NO,NO,YES,YES,16,84,52
4/16/2004 18:00,Friday,699,42,NO,NO,YES,YES,18,90,54
4/17/2004 0:00,Saturday,19,55,NO,NO,NO,NO,17,85,62
4/17/2004 6:00,Saturday,643,33,NO,NO,NO,YES,15,91,51
4/17/2004 12:00,Saturday,351,53,NO,NO,NO,NO,15,85,54
4/17/2004 18:00,Saturday,171,36,NO,NO,NO,NO,15,94,62
4/18/2004 0:00,Sunday,559,39,NO,NO,NO,YES,15,91,50
4/18/2004 6:00,Sunday,319,33,NO,NO,NO,NO,17,92,55
4/18/2004 12:00,Sunday,345,32,NO,NO,NO,NO,15,87,51
4/18/2004 18:00,Sunday,580,32,NO,NO,NO,YES,18,82,65
4/19/2004 0:00,Monday,506,30,NO,NO,YES,NO,17,89,51
4/19/2004 6:00,Monday,560,22,NO,NO,YES,YES,15,86,63
4/19/2004 12:00,Monday,528,58,NO,NO,YES,NO,15,94,59
4/19/2004 18:00,Monday,603,26,NO,NO,YES,YES,15,89,63
4/20/2004 0:00,Tuesday,656,38,NO,NO,NO,YES,18,84,63
4/20/2004 6:00,Tuesday,350,22,NO,NO,NO,NO,16,82,61
4/20/2004 12:00,Tuesday,353,36,NO,NO,NO,NO,18,85,57
4/20/2004 18:00,Tuesday,562,31,NO,NO,NO,YES,16,82,54
4/21/2004 0:00,Wednesday,541,20,YES,NO,NO,NO,15,94,55
4/21/2004 6:00,Wednesday,560,33,YES,NO,NO,NO,17,86,62
4/21/2004 12:00,Wednesday,507,23,YES,NO,NO,YES,15,86,58
4/21/2004 18:00,Wednesday,533,23,YES,NO,NO,NO,18,86,50
4/22/2004 0:00,Thursday,557,26,NO,NO,NO,YES,15,80,56
4/22/2004 6:00,Thursday,328,60,NO,NO,NO,NO,15,80,54
4/22/2004 12:00,Thursday,363,50,NO,NO,NO,NO,15,86,65
4/22/2004 18:00,Thursday,175,58,NO,NO,NO,NO,16,95,56
4/23/2004 0:00,Friday,529,29,NO,NO,YES,NO,15,82,56
4/23/2004 6:00,Friday,657,58,NO,NO,YES,NO,16,81,52
4/23/2004 12:00,Friday,616,31,NO,NO,YES,YES,18,81,51
4/23/2004 18:00,Friday,516,21,NO,NO,YES,YES,16,85,57
4/24/2004 0:00,Saturday,17,25,NO,NO,NO,NO,15,86,50
4/24/2004 6:00,Saturday,309,38,NO,NO,NO,NO,16,89,62
4/24/2004 12:00,Saturday,352,29,NO,NO,NO,NO,17,92,53
4/24/2004 18:00,Saturday,153,31,NO,NO,NO,NO,15,82,62
4/25/2004 0:00,Sunday,20,48,NO,NO,NO,NO,16,86,65
4/25/2004 6:00,Sunday,342,41,NO,NO,NO,NO,15,80,63
4/25/2004 12:00,Sunday,550,50,NO,NO,NO,YES,16,95,58
4/25/2004 18:00,Sunday,151,58,NO,NO,NO,NO,15,90,58
4/26/2004 0:00,Monday,589,52,NO,NO,YES,NO,18,92,64
4/26/2004 6:00,Monday,616,23,NO,NO,YES,NO,18,91,65
4/26/2004 12:00,Monday,505,56,NO,NO,YES,YES,16,92,58
4/26/2004 18:00,Monday,579,32,NO,NO,YES,YES,18,82,56
4/27/2004 0:00,Tuesday,18,23,NO,NO,NO,NO,18,88,61
4/27/2004 6:00,Tuesday,321,38,NO,NO,NO,NO,15,88,55
4/27/2004 12:00,Tuesday,668,22,NO,NO,NO,YES,16,91,58
4/27/2004 18:00,Tuesday,656,53,NO,NO,NO,YES,15,89,55
4/28/2004 0:00,Wednesday,574,60,YES,NO,NO,YES,17,81,57
4/28/2004 6:00,Wednesday,578,45,YES,NO,NO,NO,17,82,53
4/28/2004 12:00,Wednesday,565,37,YES,NO,NO,YES,17,82,52
4/28/2004 18:00,Wednesday,558,49,YES,NO,NO,NO,18,93,52
4/29/2004 0:00,Thursday,17,46,NO,NO,NO,NO,18,86,53
4/29/2004 6:00,Thursday,311,41,NO,NO,NO,NO,17,93,52
4/29/2004 12:00,Thursday,378,56,NO,NO,NO,NO,17,83,60
4/29/2004 18:00,Thursday,157,55,NO,NO,NO,NO,17,94,56
4/30/2004 0:00,Friday,511,51,NO,NO,YES,NO,18,86,60
4/30/2004 6:00,Friday,687,30,NO,NO,YES,NO,17,84,61
4/30/2004 12:00,Friday,581,59,NO,NO,YES,NO,18,80,56
4/30/2004 18:00,Friday,502,57,NO,NO,YES,NO,18,80,60
5/1/2004 0:00,Saturday,108,20,NO,YES,NO,NO,18,94,56
5/1/2004 6:00,Saturday,112,55,NO,YES,NO,YES,16,94,56
5/1/2004 12:00,Saturday,109,60,NO,YES,NO,NO,16,95,50
5/1/2004 18:00,Saturday,104,27,NO,YES,NO,NO,16,91,59
5/2/2004 0:00,Sunday,15,54,NO,NO,NO,NO,17,88,60
5/2/2004 6:00,Sunday,345,46,NO,NO,NO,NO,15,90,65
5/2/2004 12:00,Sunday,349,25,NO,NO,NO,NO,15,92,53
5/2/2004 18:00,Sunday,697,45,NO,NO,NO,YES,15,81,65
5/3/2004 0:00,Monday,663,51,NO,NO,YES,NO,17,83,60
5/3/2004 6:00,Monday,681,34,NO,NO,YES,NO,15,85,64
5/3/2004 12:00,Monday,694,38,NO,NO,YES,NO,15,94,60
5/3/2004 18:00,Monday,697,31,NO,NO,YES,NO,17,80,55
5/4/2004 0:00,Tuesday,20,51,NO,NO,NO,NO,17,81,53
5/4/2004 6:00,Tuesday,334,52,NO,NO,NO,NO,16,88,63
5/4/2004 12:00,Tuesday,388,52,NO,NO,NO,NO,15,86,54
5/4/2004 18:00,Tuesday,166,23,NO,NO,NO,NO,16,80,54
5/5/2004 0:00,Wednesday,531,50,YES,NO,NO,YES,15,94,57
5/5/2004 6:00,Wednesday,576,52,YES,NO,NO,NO,18,81,55
5/5/2004 12:00,Wednesday,548,53,YES,NO,NO,YES,15,82,59
5/5/2004 18:00,Wednesday,555,33,YES,NO,NO,NO,15,90,59
5/6/2004 0:00,Thursday,20,59,NO,NO,NO,NO,16,81,57
5/6/2004 6:00,Thursday,616,49,NO,NO,NO,YES,15,87,55
5/6/2004 12:00,Thursday,384,41,NO,NO,NO,NO,16,80,63
5/6/2004 18:00,Thursday,697,26,NO,NO,NO,YES,18,87,60
5/7/2004 0:00,Friday,607,39,NO,NO,YES,YES,17,81,56
5/7/2004 6:00,Friday,669,24,NO,NO,YES,NO,15,92,50
5/7/2004 12:00,Friday,606,56,NO,NO,YES,NO,17,91,58
5/7/2004 18:00,Friday,618,36,NO,NO,YES,YES,15,83,54
5/8/2004 0:00,Saturday,20,48,NO,NO,NO,NO,18,80,60
5/8/2004 6:00,Saturday,349,37,NO,NO,NO,NO,18,89,54
5/8/2004 12:00,Saturday,376,24,NO,NO,NO,NO,15,86,61
5/8/2004 18:00,Saturday,170,51,NO,NO,NO,NO,18,90,60
5/9/2004 0:00,Sunday,18,36,NO,NO,NO,NO,15,95,56
5/9/2004 6:00,Sunday,341,43,NO,NO,NO,NO,18,81,57
5/9/2004 12:00,Sunday,391,59,NO,NO,NO,NO,18,91,53
5/9/2004 18:00,Sunday,672,31,NO,NO,NO,YES,18,91,55
5/10/2004 0:00,Monday,652,39,NO,NO,YES,YES,18,94,59
5/10/2004 6:00,Monday,579,50,NO,NO,YES,NO,15,85,58
5/10/2004 12:00,Monday,527,48,NO,NO,YES,NO,16,85,51
5/10/2004 18:00,Monday,673,48,NO,NO,YES,NO,15,81,65
5/11/2004 0:00,Tuesday,679,40,NO,NO,NO,YES,16,90,51
5/11/2004 6:00,Tuesday,670,23,NO,NO,NO,YES,16,88,52
5/11/2004 12:00,Tuesday,527,60,NO,NO,NO,YES,16,89,55
5/11/2004 18:00,Tuesday,174,29,NO,NO,NO,NO,16,93,53
5/12/2004 0:00,Wednesday,549,52,YES,NO,NO,NO,16,95,56
5/12/2004 6:00,Wednesday,542,48,YES,NO,NO,NO,17,81,65
5/12/2004 12:00,Wednesday,544,56,YES,NO,NO,NO,17,81,65
5/12/2004 18:00,Wednesday,597,50,YES,NO,NO,NO,17,83,55
5/13/2004 0:00,Thursday,17,37,NO,NO,NO,NO,18,93,54
5/13/2004 6:00,Thursday,520,36,NO,NO,NO,YES,18,80,54
5/13/2004 12:00,Thursday,341,59,NO,NO,NO,NO,17,89,61
5/13/2004 18:00,Thursday,677,26,NO,NO,NO,YES,17,94,55
5/14/2004 0:00,Friday,581,35,NO,NO,YES,NO,16,83,61
5/14/2004 6:00,Friday,675,46,NO,NO,YES,YES,15,80,53
5/14/2004 12:00,Friday,549,43,NO,NO,YES,NO,17,88,62
5/14/2004 18:00,Friday,566,31,NO,NO,YES,YES,15,83,50
5/15/2004 0:00,Saturday,568,24,NO,NO,NO,YES,15,88,55
5/15/2004 6:00,Saturday,329,31,NO,NO,NO,NO,15,90,58
5/15/2004 12:00,Saturday,399,20,NO,NO,NO,NO,15,82,53
5/15/2004 18:00,Saturday,171,44,NO,NO,NO,NO,17,81,58
5/16/2004 0:00,Sunday,17,48,NO,NO,NO,NO,17,87,63
5/16/2004 6:00,Sunday,530,53,NO,NO,NO,YES,17,84,63
5/16/2004 12:00,Sunday,359,26,NO,NO,NO,NO,15,89,58
5/16/2004 18:00,Sunday,592,23,NO,NO,NO,YES,18,94,54
5/17/2004 0:00,Monday,606,33,NO,NO,YES,NO,16,82,61
5/17/2004 6:00,Monday,618,59,NO,NO,YES,YES,16,83,62
5/17/2004 12:00,Monday,621,27,NO,NO,YES,YES,15,84,55
5/17/2004 18:00,Monday,619,34,NO,NO,YES,NO,16,90,63
5/18/2004 0:00,Tuesday,101,45,NO,YES,NO,YES,18,80,52
5/18/2004 6:00,Tuesday,103,58,NO,YES,NO,NO,18,92,53
5/18/2004 12:00,Tuesday,118,39,NO,YES,NO,NO,16,87,54
5/18/2004 18:00,Tuesday,117,52,NO,YES,NO,NO,15,90,60
5/19/2004 0:00,Wednesday,552,20,YES,NO,NO,YES,17,89,61
5/19/2004 6:00,Wednesday,544,21,YES,NO,NO,NO,18,92,60
5/19/2004 12:00,Wednesday,576,27,YES,NO,NO,YES,18,89,62
5/19/2004 18:00,Wednesday,532,22,YES,NO,NO,NO,18,86,58
5/20/2004 0:00,Thursday,19,25,NO,NO,NO,NO,16,93,56
5/20/2004 6:00,Thursday,519,32,NO,NO,NO,YES,17,85,54
5/20/2004 12:00,Thursday,383,38,NO,NO,NO,NO,17,87,50
5/20/2004 18:00,Thursday,154,25,NO,NO,NO,NO,17,80,50
5/21/2004 0:00,Friday,559,41,NO,NO,YES,NO,17,87,50
5/21/2004 6:00,Friday,675,42,NO,NO,YES,NO,17,84,55
5/21/2004 12:00,Friday,592,42,NO,NO,YES,NO,16,95,52
5/21/2004 18:00,Friday,579,20,NO,NO,YES,YES,16,91,56
5/22/2004 0:00,Saturday,15,30,NO,NO,NO,NO,16,81,55
5/22/2004 6:00,Saturday,322,53,NO,NO,NO,NO,17,92,50
5/22/2004 12:00,Saturday,591,42,NO,NO,NO,YES,17,85,51
5/22/2004 18:00,Saturday,179,46,NO,NO,NO,NO,16,92,52
5/23/2004 0:00,Sunday,566,53,NO,NO,NO,YES,15,84,57
5/23/2004 6:00,Sunday,337,31,NO,NO,NO,NO,16,94,53
5/23/2004 12:00,Sunday,672,41,NO,NO,NO,YES,16,82,56
5/23/2004 18:00,Sunday,531,23,NO,NO,NO,YES,15,84,64
5/24/2004 0:00,Monday,558,50,NO,NO,YES,YES,17,84,52
5/24/2004 6:00,Monday,627,56,NO,NO,YES,YES,16,93,57
5/24/2004 12:00,Monday,537,43,NO,NO,YES,NO,17,86,63
5/24/2004 18:00,Monday,502,55,NO,NO,YES,NO,16,86,52
5/25/2004 0:00,Tuesday,120,49,NO,YES,NO,NO,18,94,65
5/25/2004 6:00,Tuesday,113,33,NO,YES,NO,NO,17,86,54
5/25/2004 12:00,Tuesday,120,37,NO,YES,NO,NO,17,93,51
5/25/2004 18:00,Tuesday,120,30,NO,YES,NO,YES,17,83,60
5/26/2004 0:00,Wednesday,586,47,YES,NO,NO,NO,15,90,56
5/26/2004 6:00,Wednesday,514,58,YES,NO,NO,NO,17,94,58
5/26/2004 12:00,Wednesday,500,54,YES,NO,NO,YES,16,89,57
5/26/2004 18:00,Wednesday,591,44,YES,NO,NO,YES,15,84,57
5/27/2004 0:00,Thursday,15,25,NO,NO,NO,NO,16,80,62
5/27/2004 6:00,Thursday,303,23,NO,NO,NO,NO,17,93,63
5/27/2004 12:00,Thursday,663,39,NO,NO,NO,YES,15,92,58
5/27/2004 18:00,Thursday,166,48,NO,NO,NO,NO,18,95,63
5/28/2004 0:00,Friday,526,41,NO,NO,YES,NO,15,92,53
5/28/2004 6:00,Friday,526,56,NO,NO,YES,NO,18,94,54
5/28/2004 12:00,Friday,538,40,NO,NO,YES,NO,18,80,50
5/28/2004 18:00,Friday,504,40,NO,NO,YES,NO,15,80,65
5/29/2004 0:00,Saturday,15,34,NO,NO,NO,NO,17,83,52
5/29/2004 6:00,Saturday,506,48,NO,NO,NO,YES,16,94,52
5/29/2004 12:00,Saturday,383,24,NO,NO,NO,NO,15,90,60
5/29/2004 18:00,Saturday,179,40,NO,NO,NO,NO,18,84,65
5/30/2004 0:00,Sunday,16,51,NO,NO,NO,NO,16,82,55
5/30/2004 6:00,Sunday,310,56,NO,NO,NO,NO,16,82,56
5/30/2004 12:00,Sunday,359,31,NO,NO,NO,NO,15,95,62
5/30/2004 18:00,Sunday,153,27,NO,NO,NO,NO,17,88,58
5/31/2004 0:00,Monday,609,50,NO,NO,YES,YES,18,89,53
5/31/2004 6:00,Monday,698,49,NO,NO,YES,NO,17,94,63
5/31/2004 12:00,Monday,584,40,NO,NO,YES,NO,17,94,63
5/31/2004 18:00,Monday,592,27,NO,NO,YES,NO,17,93,58
6/1/2004 0:00,Tuesday,17,28,NO,NO,NO,NO,16,87,53
6/1/2004 6:00,Tuesday,341,34,NO,NO,NO,NO,17,84,56
6/1/2004 12:00,Tuesday,340,29,NO,NO,NO,NO,16,90,63
6/1/2004 18:00,Tuesday,150,40,NO,NO,NO,NO,16,89,56
6/2/2004 0:00,Wednesday,523,45,YES,NO,NO,YES,16,85,57
6/2/2004 6:00,Wednesday,547,52,YES,NO,NO,YES,15,81,59
6/2/2004 12:00,Wednesday,596,26,YES,NO,NO,NO,17,83,57
6/2/2004 18:00,Wednesday,503,22,YES,NO,NO,NO,16,85,51
6/3/2004 0:00,Thursday,19,52,NO,NO,NO,NO,18,85,55
6/3/2004 6:00,Thursday,342,51,NO,NO,NO,NO,16,81,51
6/3/2004 12:00,Thursday,525,56,NO,NO,NO,YES,18,83,56
6/3/2004 18:00,Thursday,170,51,NO,NO,NO,NO,16,81,60
6/4/2004 0:00,Friday,592,53,NO,NO,YES,NO,16,89,54
6/4/2004 6:00,Friday,523,55,NO,NO,YES,NO,17,85,57
6/4/2004 12:00,Friday,620,43,NO,NO,YES,NO,16,89,59
6/4/2004 18:00,Friday,623,20,NO,NO,YES,NO,18,89,60
6/5/2004 0:00,Saturday,676,47,NO,NO,NO,YES,17,86,56
6/5/2004 6:00,Saturday,337,55,NO,NO,NO,NO,17,85,55
6/5/2004 12:00,Saturday,640,22,NO,NO,NO,YES,17,95,59
6/5/2004 18:00,Saturday,150,24,NO,NO,NO,NO,16,87,62
6/6/2004 0:00,Sunday,17,32,NO,NO,NO,NO,15,90,53
6/6/2004 6:00,Sunday,335,40,NO,NO,NO,NO,16,89,65
6/6/2004 12:00,Sunday,343,39,NO,NO,NO,NO,15,83,60
6/6/2004 18:00,Sunday,151,57,NO,NO,NO,NO,15,89,52
6/7/2004 0:00,Monday,638,21,NO,NO,YES,NO,15,88,51
6/7/2004 6:00,Monday,566,49,NO,NO,YES,NO,16,85,65
6/7/2004 12:00,Monday,582,47,NO,NO,YES,NO,18,90,52
6/7/2004 18:00,Monday,686,21,NO,NO,YES,NO,18,87,54
6/8/2004 0:00,Tuesday,18,49,NO,NO,NO,NO,16,84,61
6/8/2004 6:00,Tuesday,347,34,NO,NO,NO,NO,17,89,58
6/8/2004 12:00,Tuesday,384,50,NO,NO,NO,NO,15,82,51
6/8/2004 18:00,Tuesday,552,36,NO,NO,NO,YES,17,90,51
6/9/2004 0:00,Wednesday,528,49,YES,NO,NO,NO,16,87,63
6/9/2004 6:00,Wednesday,519,28,YES,NO,NO,NO,17,91,57
6/9/2004 12:00,Wednesday,599,60,YES,NO,NO,NO,17,80,65
6/9/2004 18:00,Wednesday,517,22,YES,NO,NO,YES,15,95,57
6/10/2004 0:00,Thursday,656,51,NO,NO,NO,YES,18,82,51
6/10/2004 6:00,Thursday,341,33,NO,NO,NO,NO,17,83,63
6/10/2004 12:00,Thursday,363,38,NO,NO,NO,NO,16,95,65
6/10/2004 18:00,Thursday,601,56,NO,NO,NO,YES,15,80,61
6/11/2004 0:00,Friday,513,20,NO,NO,YES,NO,17,89,64
6/11/2004 6:00,Friday,604,55,NO,NO,YES,NO,17,81,56
6/11/2004 12:00,Friday,667,50,NO,NO,YES,NO,17,86,56
6/11/2004 18:00,Friday,626,55,NO,NO,YES,YES,17,82,61
6/12/2004 0:00,Saturday,15,40,NO,NO,NO,NO,15,83,60
6/12/2004 6:00,Saturday,328,41,NO,NO,NO,NO,17,93,62
6/12/2004 12:00,Saturday,342,41,NO,NO,NO,NO,15,91,50
6/12/2004 18:00,Saturday,551,47,NO,NO,NO,YES,17,86,64
6/13/2004 0:00,Sunday,16,21,NO,NO,NO,NO,15,95,62
6/13/2004 6:00,Sunday,572,24,NO,NO,NO,YES,16,89,51
6/13/2004 12:00,Sunday,343,20,NO,NO,NO,NO,15,81,57
6/13/2004 18:00,Sunday,160,30,NO,NO,NO,NO,17,94,62
6/14/2004 0:00,Monday,621,43,NO,NO,YES,NO,15,91,57
6/14/2004 6:00,Monday,581,24,NO,NO,YES,NO,18,81,58
6/14/2004 12:00,Monday,576,20,NO,NO,YES,NO,17,84,55
6/14/2004 18:00,Monday,537,32,NO,NO,YES,NO,15,91,65
6/15/2004 0:00,Tuesday,20,45,NO,NO,NO,NO,15,82,52
6/15/2004 6:00,Tuesday,311,39,NO,NO,NO,NO,17,90,63
6/15/2004 12:00,Tuesday,395,36,NO,NO,NO,NO,18,80,61
6/15/2004 18:00,Tuesday,164,46,NO,NO,NO,NO,18,84,62
6/16/2004 0:00,Wednesday,515,42,YES,NO,NO,YES,18,94,50
6/16/2004 6:00,Wednesday,568,21,YES,NO,NO,NO,16,87,53
6/16/2004 12:00,Wednesday,534,59,YES,NO,NO,YES,18,84,56
6/16/2004 18:00,Wednesday,559,25,YES,NO,NO,NO,17,81,53
6/17/2004 0:00,Thursday,20,51,NO,NO,NO,NO,18,85,57
6/17/2004 6:00,Thursday,502,25,NO,NO,NO,YES,16,86,61
6/17/2004 12:00,Thursday,361,46,NO,NO,NO,NO,16,84,60
6/17/2004 18:00,Thursday,655,50,NO,NO,NO,YES,18,92,62
6/18/2004 0:00,Friday,598,36,NO,NO,YES,NO,18,87,52
6/18/2004 6:00,Friday,670,38,NO,NO,YES,YES,18,84,61
6/18/2004 12:00,Friday,651,41,NO,NO,YES,NO,17,81,55
6/18/2004 18:00,Friday,656,38,NO,NO,YES,NO,15,87,60
6/19/2004 0:00,Saturday,538,56,NO,NO,NO,YES,15,91,63
6/19/2004 6:00,Saturday,315,47,NO,NO,NO,NO,17,81,57
6/19/2004 12:00,Saturday,671,39,NO,NO,NO,YES,18,92,58
6/19/2004 18:00,Saturday,153,51,NO,NO,NO,NO,18,92,50
6/20/2004 0:00,Sunday,20,32,NO,NO,NO,NO,17,88,61
6/20/2004 6:00,Sunday,325,40,NO,NO,NO,NO,17,83,52
6/20/2004 12:00,Sunday,588,45,NO,NO,NO,YES,18,88,59
6/20/2004 18:00,Sunday,178,29,NO,NO,NO,NO,16,90,64
6/21/2004 0:00,Monday,650,57,NO,NO,YES,NO,15,89,60
6/21/2004 6:00,Monday,646,41,NO,NO,YES,NO,16,92,52
6/21/2004 12:00,Monday,599,33,NO,NO,YES,NO,18,84,65
6/21/2004 18:00,Monday,605,60,NO,NO,YES,YES,18,88,64
6/22/2004 0:00,Tuesday,694,20,NO,NO,NO,YES,18,83,55
6/22/2004 6:00,Tuesday,349,25,NO,NO,NO,NO,18,90,50
6/22/2004 12:00,Tuesday,392,54,NO,NO,NO,NO,17,80,53
6/22/2004 18:00,Tuesday,172,27,NO,NO,NO,NO,18,93,51
6/23/2004 0:00,Wednesday,593,35,YES,NO,NO,YES,15,81,56
6/23/2004 6:00,Wednesday,511,58,YES,NO,NO,NO,16,80,60
6/23/2004 12:00,Wednesday,554,54,YES,NO,NO,NO,17,82,53
6/23/2004 18:00,Wednesday,592,29,YES,NO,NO,YES,16,91,56
6/24/2004 0:00,Thursday,19,49,NO,NO,NO,NO,18,83,51
6/24/2004 6:00,Thursday,559,46,NO,NO,NO,YES,15,87,58
6/24/2004 12:00,Thursday,365,58,NO,NO,NO,NO,16,88,60
6/24/2004 18:00,Thursday,175,35,NO,NO,NO,NO,17,90,65
6/25/2004 0:00,Friday,653,54,NO,NO,YES,YES,17,84,51
6/25/2004 6:00,Friday,693,58,NO,NO,YES,YES,17,87,59
6/25/2004 12:00,Friday,561,42,NO,NO,YES,NO,17,93,59
6/25/2004 18:00,Friday,611,28,NO,NO,YES,NO,15,95,56
6/26/2004 0:00,Saturday,543,57,NO,NO,NO,YES,15,89,50
6/26/2004 6:00,Saturday,343,27,NO,NO,NO,NO,16,91,56
6/26/2004 12:00,Saturday,660,43,NO,NO,NO,YES,15,91,65
6/26/2004 18:00,Saturday,175,20,NO,NO,NO,NO,18,82,57
6/27/2004 0:00,Sunday,20,40,NO,NO,NO,NO,15,87,58
6/27/2004 6:00,Sunday,633,59,NO,NO,NO,YES,17,82,54
6/27/2004 12:00,Sunday,521,32,NO,NO,NO,YES,17,90,61
6/27/2004 18:00,Sunday,164,50,NO,NO,NO,NO,17,92,51
6/28/2004 0:00,Monday,683,26,NO,NO,YES,NO,15,82,59
6/28/2004 6:00,Monday,635,55,NO,NO,YES,YES,18,85,50
6/28/2004 12:00,Monday,670,20,NO,NO,YES,NO,15,84,61
6/28/2004 18:00,Monday,555,43,NO,NO,YES,NO,18,93,63
6/29/2004 0:00,Tuesday,18,51,NO,NO,NO,NO,18,81,61
6/29/2004 6:00,Tuesday,660,59,NO,NO,NO,YES,17,84,61
6/29/2004 12:00,Tuesday,637,30,NO,NO,NO,YES,18,92,57
6/29/2004 18:00,Tuesday,593,59,NO,NO,NO,YES,18,95,64
6/30/2004 0:00,Wednesday,577,41,YES,NO,NO,YES,18,95,59
6/30/2004 6:00,Wednesday,502,44,YES,NO,NO,NO,18,90,53
6/30/2004 12:00,Wednesday,501,52,YES,NO,NO,NO,17,82,60
6/30/2004 18:00,Wednesday,579,25,YES,NO,NO,NO,18,94,61
7/1/2004 0:00,Thursday,662,42,NO,NO,NO,YES,16,84,65
7/1/2004 6:00,Thursday,327,39,NO,NO,NO,NO,15,94,56
7/1/2004 12:00,Thursday,382,56,NO,NO,NO,NO,15,87,58
7/1/2004 18:00,Thursday,167,43,NO,NO,NO,NO,17,90,63
7/2/2004 0:00,Friday,529,20,NO,NO,YES,NO,15,89,56
7/2/2004 6:00,Friday,691,42,NO,NO,YES,NO,15,87,55
7/2/2004 12:00,Friday,545,57,NO,NO,YES,NO,15,81,51
7/2/2004 18:00,Friday,560,20,NO,NO,YES,NO,16,86,55
7/3/2004 0:00,Saturday,19,58,NO,NO,NO,NO,17,84,61
7/3/2004 6:00,Saturday,325,46,NO,NO,NO,NO,15,91,55
7/3/2004 12:00,Saturday,668,31,NO,NO,NO,YES,15,84,65
7/3/2004 18:00,Saturday,180,30,NO,NO,NO,NO,16,95,60
7/4/2004 0:00,Sunday,19,40,NO,NO,NO,NO,15,93,55
7/4/2004 6:00,Sunday,309,27,NO,NO,NO,NO,16,81,63
7/4/2004 12:00,Sunday,376,25,NO,NO,NO,NO,18,90,53
7/4/2004 18:00,Sunday,178,20,NO,NO,NO,NO,16,86,56
7/5/2004 0:00,Monday,500,36,NO,NO,YES,NO,16,83,56
7/5/2004 6:00,Monday,671,57,NO,NO,YES,NO,15,80,50
7/5/2004 12:00,Monday,672,44,NO,NO,YES,NO,16,80,63
7/5/2004 18:00,Monday,619,51,NO,NO,YES,NO,18,85,65
7/6/2004 0:00,Tuesday,18,42,NO,NO,NO,NO,18,83,63
7/6/2004 6:00,Tuesday,693,55,NO,NO,NO,YES,16,81,52
7/6/2004 12:00,Tuesday,394,49,NO,NO,NO,NO,16,88,62
7/6/2004 18:00,Tuesday,152,49,NO,NO,NO,NO,17,82,53
7/7/2004 0:00,Wednesday,551,60,YES,NO,NO,NO,17,95,52
7/7/2004 6:00,Wednesday,579,49,YES,NO,NO,YES,16,80,65
7/7/2004 12:00,Wednesday,542,41,YES,NO,NO,YES,16,86,50
7/7/2004 18:00,Wednesday,558,28,YES,NO,NO,NO,18,90,52
7/8/2004 0:00,Thursday,647,59,NO,NO,NO,YES,17,81,58
